DATAFLOW,LAST UPDATE,freq,watpol,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2016,0.003,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2017,0.004,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2018,0.004,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2019,0.004,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2020,0.004,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2021,0.005,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Norway,2022,0.004,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2000,0.152,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2001,0.152,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2002,0.146,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2003,0.161,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2004,0.115,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2005,0.121,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2006,0.108,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2007,0.131,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2008,0.128,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2009,0.128,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2010,0.085,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2011,0.091,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2012,0.103,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2013,0.091,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2014,0.102,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2015,0.106,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2016,0.086,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2017,0.081,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2018,0.095,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2019,0.097,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2020,0.108,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2021,0.088,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Romania,2022,0.103,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2000,0.076,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2001,0.079,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2002,0.077,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2003,0.087,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2004,0.070,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2005,0.084,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2006,0.089,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2007,0.081,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2008,0.082,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2009,0.076,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2010,0.080,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2011,0.074,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2012,0.081,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2013,0.065,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2014,0.070,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2015,0.075,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2016,0.069,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2017,0.066,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2018,0.062,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2019,0.066,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2020,0.065,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2021,0.059,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Serbia,2022,0.065,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2000,0.009,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2001,0.010,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2002,0.012,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2003,0.011,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2004,0.014,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2005,0.012,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2006,0.012,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2007,0.011,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2008,0.011,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2009,0.011,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2010,0.012,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2011,0.012,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2012,0.010,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2013,0.010,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2014,0.009,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2015,0.008,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2016,0.008,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2017,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2018,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2019,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2020,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2021,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Sweden,2022,0.007,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2000,0.184,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2001,0.163,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2002,0.143,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2003,0.186,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2004,0.153,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2005,0.120,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2006,0.117,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2007,0.119,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2008,0.108,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2009,0.104,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2010,0.072,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2011,0.081,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2012,0.102,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2013,0.085,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2014,0.104,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2015,0.092,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2016,0.096,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2017,0.072,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2018,0.072,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2019,0.071,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2020,0.055,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2021,0.050,,
ESTAT:SDG_06_50(1.0),27/01/25 23:00:00,Annual,Phosphate in rivers,Milligrams per litre,Slovakia,2022,0.093,,
