indic_env,material,unit,country,year,value
Raw material consumption,Total,Thousand tonnes,Austria,2008,208684.864
Raw material consumption,Total,Thousand tonnes,Austria,2009,203488.145
Raw material consumption,Total,Thousand tonnes,Austria,2010,204453.462
Raw material consumption,Total,Thousand tonnes,Austria,2011,217752.632
Raw material consumption,Total,Thousand tonnes,Austria,2012,207011.509
Raw material consumption,Total,Thousand tonnes,Austria,2013,202090.037
Raw material consumption,Total,Thousand tonnes,Austria,2014,207635.24
Raw material consumption,Total,Thousand tonnes,Austria,2015,202010.391
Raw material consumption,Total,Thousand tonnes,Austria,2016,207319.862
Raw material consumption,Total,Thousand tonnes,Austria,2017,207953.027
Raw material consumption,Total,Thousand tonnes,Austria,2018,211706.827
Raw material consumption,Total,Thousand tonnes,Austria,2019,209411.197
Raw material consumption,Total,Thousand tonnes,Austria,2020,198531.671
Raw material consumption,Total,Thousand tonnes,Austria,2021,222426.4
Raw material consumption,Total,Thousand tonnes,Austria,2022,220901.8
Raw material consumption,Total,Thousand tonnes,Austria,2023,199133.494
Raw material consumption,Total,Thousand tonnes,Belgium,2008,172867.983
Raw material consumption,Total,Thousand tonnes,Belgium,2009,150614.176
Raw material consumption,Total,Thousand tonnes,Belgium,2010,149021.01
Raw material consumption,Total,Thousand tonnes,Belgium,2011,171234.147
Raw material consumption,Total,Thousand tonnes,Belgium,2012,156264.565
Raw material consumption,Total,Thousand tonnes,Belgium,2013,149277.231
Raw material consumption,Total,Thousand tonnes,Belgium,2014,162410.631
Raw material consumption,Total,Thousand tonnes,Belgium,2015,163773.283
Raw material consumption,Total,Thousand tonnes,Belgium,2016,158725.974
Raw material consumption,Total,Thousand tonnes,Belgium,2017,152774.44
Raw material consumption,Total,Thousand tonnes,Belgium,2018,170491.538
Raw material consumption,Total,Thousand tonnes,Belgium,2019,147316.181
Raw material consumption,Total,Thousand tonnes,Belgium,2020,149832.282
Raw material consumption,Total,Thousand tonnes,Belgium,2021,159899.1
Raw material consumption,Total,Thousand tonnes,Belgium,2022,148379.1
Raw material consumption,Total,Thousand tonnes,Belgium,2023,162610.646
Raw material consumption,Total,Thousand tonnes,Bulgaria,2008,146934.7
Raw material consumption,Total,Thousand tonnes,Bulgaria,2009,120630.9
Raw material consumption,Total,Thousand tonnes,Bulgaria,2010,100368.0
Raw material consumption,Total,Thousand tonnes,Bulgaria,2011,106840.1
Raw material consumption,Total,Thousand tonnes,Bulgaria,2012,109409.1
Raw material consumption,Total,Thousand tonnes,Bulgaria,2013,111965.3
Raw material consumption,Total,Thousand tonnes,Bulgaria,2014,113324.9
Raw material consumption,Total,Thousand tonnes,Bulgaria,2015,114851.3
Raw material consumption,Total,Thousand tonnes,Bulgaria,2016,113439.4
Raw material consumption,Total,Thousand tonnes,Bulgaria,2017,103869.7
Raw material consumption,Total,Thousand tonnes,Bulgaria,2018,123141.2
Raw material consumption,Total,Thousand tonnes,Bulgaria,2019,137008.8
Raw material consumption,Total,Thousand tonnes,Bulgaria,2020,135304.9
Raw material consumption,Total,Thousand tonnes,Bulgaria,2021,139843.5
Raw material consumption,Total,Thousand tonnes,Bulgaria,2022,155491.0
Raw material consumption,Total,Thousand tonnes,Bulgaria,2023,136393.046
Raw material consumption,Total,Thousand tonnes,Switzerland,2000,144812.095
Raw material consumption,Total,Thousand tonnes,Switzerland,2001,151240.39
Raw material consumption,Total,Thousand tonnes,Switzerland,2002,148672.248
Raw material consumption,Total,Thousand tonnes,Switzerland,2003,144446.428
Raw material consumption,Total,Thousand tonnes,Switzerland,2004,145869.952
Raw material consumption,Total,Thousand tonnes,Switzerland,2005,147379.324
Raw material consumption,Total,Thousand tonnes,Switzerland,2006,149834.997
Raw material consumption,Total,Thousand tonnes,Switzerland,2007,153811.116
Raw material consumption,Total,Thousand tonnes,Switzerland,2008,155849.484
Raw material consumption,Total,Thousand tonnes,Switzerland,2009,157527.844
Raw material consumption,Total,Thousand tonnes,Switzerland,2010,144409.036
Raw material consumption,Total,Thousand tonnes,Switzerland,2011,156308.816
Raw material consumption,Total,Thousand tonnes,Switzerland,2012,152343.089
Raw material consumption,Total,Thousand tonnes,Switzerland,2013,155980.771
Raw material consumption,Total,Thousand tonnes,Switzerland,2014,149967.095
Raw material consumption,Total,Thousand tonnes,Switzerland,2015,152626.334
Raw material consumption,Total,Thousand tonnes,Switzerland,2016,158633.837
Raw material consumption,Total,Thousand tonnes,Switzerland,2017,154300.763
Raw material consumption,Total,Thousand tonnes,Switzerland,2018,147729.821
Raw material consumption,Total,Thousand tonnes,Switzerland,2019,145861.628
Raw material consumption,Total,Thousand tonnes,Switzerland,2020,139800.994
Raw material consumption,Total,Thousand tonnes,Switzerland,2021,135927.473
Raw material consumption,Total,Thousand tonnes,Switzerland,2022,140044.817
Raw material consumption,Total,Thousand tonnes,Switzerland,2023,132491.178
Raw material consumption,Total,Thousand tonnes,Cyprus,2008,32544.485
Raw material consumption,Total,Thousand tonnes,Cyprus,2009,28742.131
Raw material consumption,Total,Thousand tonnes,Cyprus,2010,25815.191
Raw material consumption,Total,Thousand tonnes,Cyprus,2011,24507.364
Raw material consumption,Total,Thousand tonnes,Cyprus,2012,17878.275
Raw material consumption,Total,Thousand tonnes,Cyprus,2013,13162.688
Raw material consumption,Total,Thousand tonnes,Cyprus,2014,12901.977
Raw material consumption,Total,Thousand tonnes,Cyprus,2015,13022.14
Raw material consumption,Total,Thousand tonnes,Cyprus,2016,14448.652
Raw material consumption,Total,Thousand tonnes,Cyprus,2017,17360.026
Raw material consumption,Total,Thousand tonnes,Cyprus,2018,16851.307
Raw material consumption,Total,Thousand tonnes,Cyprus,2019,18084.058
Raw material consumption,Total,Thousand tonnes,Cyprus,2020,17450.64
Raw material consumption,Total,Thousand tonnes,Cyprus,2021,18596.918
Raw material consumption,Total,Thousand tonnes,Cyprus,2022,19042.07
Raw material consumption,Total,Thousand tonnes,Cyprus,2023,19801.989
Raw material consumption,Total,Thousand tonnes,Czechia,2008,208713.57
Raw material consumption,Total,Thousand tonnes,Czechia,2009,172428.803
Raw material consumption,Total,Thousand tonnes,Czechia,2010,178084.143
Raw material consumption,Total,Thousand tonnes,Czechia,2011,181275.262
Raw material consumption,Total,Thousand tonnes,Czechia,2012,157470.833
Raw material consumption,Total,Thousand tonnes,Czechia,2013,161019.0
Raw material consumption,Total,Thousand tonnes,Czechia,2014,169886.119
Raw material consumption,Total,Thousand tonnes,Czechia,2015,179156.486
Raw material consumption,Total,Thousand tonnes,Czechia,2016,176325.799
Raw material consumption,Total,Thousand tonnes,Czechia,2017,189109.283
Raw material consumption,Total,Thousand tonnes,Czechia,2018,189527.053
Raw material consumption,Total,Thousand tonnes,Czechia,2019,185010.42
Raw material consumption,Total,Thousand tonnes,Czechia,2020,171614.732
Raw material consumption,Total,Thousand tonnes,Czechia,2021,191746.527
Raw material consumption,Total,Thousand tonnes,Czechia,2022,208123.4
Raw material consumption,Total,Thousand tonnes,Czechia,2023,202557.613
Raw material consumption,Total,Thousand tonnes,Germany,2008,1405410.0
Raw material consumption,Total,Thousand tonnes,Germany,2009,1317571.0
Raw material consumption,Total,Thousand tonnes,Germany,2010,1259290.541
Raw material consumption,Total,Thousand tonnes,Germany,2011,1370288.27
Raw material consumption,Total,Thousand tonnes,Germany,2012,1287398.167
Raw material consumption,Total,Thousand tonnes,Germany,2013,1286184.835
Raw material consumption,Total,Thousand tonnes,Germany,2014,1300486.952
Raw material consumption,Total,Thousand tonnes,Germany,2015,1251072.946
Raw material consumption,Total,Thousand tonnes,Germany,2016,1289986.293
Raw material consumption,Total,Thousand tonnes,Germany,2017,1329874.457
Raw material consumption,Total,Thousand tonnes,Germany,2018,1343883.615
Raw material consumption,Total,Thousand tonnes,Germany,2019,1327977.927
Raw material consumption,Total,Thousand tonnes,Germany,2020,1269950.198
Raw material consumption,Total,Thousand tonnes,Germany,2021,1279228.707
Raw material consumption,Total,Thousand tonnes,Germany,2022,1319853.0
Raw material consumption,Total,Thousand tonnes,Germany,2023,1210612.797
Raw material consumption,Total,Thousand tonnes,Denmark,2008,158708.14
Raw material consumption,Total,Thousand tonnes,Denmark,2009,137378.575
Raw material consumption,Total,Thousand tonnes,Denmark,2010,100696.428
Raw material consumption,Total,Thousand tonnes,Denmark,2011,118637.332
Raw material consumption,Total,Thousand tonnes,Denmark,2012,126263.92
Raw material consumption,Total,Thousand tonnes,Denmark,2013,119964.608
Raw material consumption,Total,Thousand tonnes,Denmark,2014,119237.382
Raw material consumption,Total,Thousand tonnes,Denmark,2015,131298.494
Raw material consumption,Total,Thousand tonnes,Denmark,2016,133662.392
Raw material consumption,Total,Thousand tonnes,Denmark,2017,131830.372
Raw material consumption,Total,Thousand tonnes,Denmark,2018,134317.607
Raw material consumption,Total,Thousand tonnes,Denmark,2019,140923.499
Raw material consumption,Total,Thousand tonnes,Denmark,2020,131229.8
Raw material consumption,Total,Thousand tonnes,Denmark,2021,132419.8
Raw material consumption,Total,Thousand tonnes,Denmark,2022,137938.1
Raw material consumption,Total,Thousand tonnes,Denmark,2023,128161.822
Raw material consumption,Total,Thousand tonnes,Estonia,2008,36121.082
Raw material consumption,Total,Thousand tonnes,Estonia,2009,33926.182
Raw material consumption,Total,Thousand tonnes,Estonia,2010,31493.203
Raw material consumption,Total,Thousand tonnes,Estonia,2011,34833.838
Raw material consumption,Total,Thousand tonnes,Estonia,2012,35962.07
Raw material consumption,Total,Thousand tonnes,Estonia,2013,35090.695
Raw material consumption,Total,Thousand tonnes,Estonia,2014,31941.942
Raw material consumption,Total,Thousand tonnes,Estonia,2015,33472.734
Raw material consumption,Total,Thousand tonnes,Estonia,2016,32302.43
Raw material consumption,Total,Thousand tonnes,Estonia,2017,38028.487
Raw material consumption,Total,Thousand tonnes,Estonia,2018,40425.332
Raw material consumption,Total,Thousand tonnes,Estonia,2019,38050.427
Raw material consumption,Total,Thousand tonnes,Estonia,2020,37712.794
Raw material consumption,Total,Thousand tonnes,Estonia,2021,35755.396
Raw material consumption,Total,Thousand tonnes,Estonia,2022,37359.43
Raw material consumption,Total,Thousand tonnes,Estonia,2023,41237.29
Raw material consumption,Total,Thousand tonnes,Greece,2008,299319.3
Raw material consumption,Total,Thousand tonnes,Greece,2009,259866.1
Raw material consumption,Total,Thousand tonnes,Greece,2010,204339.2
Raw material consumption,Total,Thousand tonnes,Greece,2011,182732.3
Raw material consumption,Total,Thousand tonnes,Greece,2012,163445.9
Raw material consumption,Total,Thousand tonnes,Greece,2013,150830.7
Raw material consumption,Total,Thousand tonnes,Greece,2014,149400.6
Raw material consumption,Total,Thousand tonnes,Greece,2015,140167.3
Raw material consumption,Total,Thousand tonnes,Greece,2016,136350.9
Raw material consumption,Total,Thousand tonnes,Greece,2017,130157.5
Raw material consumption,Total,Thousand tonnes,Greece,2018,130733.5
Raw material consumption,Total,Thousand tonnes,Greece,2019,131559.5
Raw material consumption,Total,Thousand tonnes,Greece,2020,118140.9
Raw material consumption,Total,Thousand tonnes,Greece,2021,114941.9
Raw material consumption,Total,Thousand tonnes,Greece,2022,120917.6
Raw material consumption,Total,Thousand tonnes,Greece,2023,120561.827
Raw material consumption,Total,Thousand tonnes,Spain,2008,937084.6
Raw material consumption,Total,Thousand tonnes,Spain,2009,763129.5
Raw material consumption,Total,Thousand tonnes,Spain,2010,627599.3
Raw material consumption,Total,Thousand tonnes,Spain,2011,588910.2
Raw material consumption,Total,Thousand tonnes,Spain,2012,443237.1
Raw material consumption,Total,Thousand tonnes,Spain,2013,418076.3
Raw material consumption,Total,Thousand tonnes,Spain,2014,433426.7
Raw material consumption,Total,Thousand tonnes,Spain,2015,437745.1
Raw material consumption,Total,Thousand tonnes,Spain,2016,464216.7
Raw material consumption,Total,Thousand tonnes,Spain,2017,467254.9
Raw material consumption,Total,Thousand tonnes,Spain,2018,515746.4
Raw material consumption,Total,Thousand tonnes,Spain,2019,482628.8
Raw material consumption,Total,Thousand tonnes,Spain,2020,471491.2
Raw material consumption,Total,Thousand tonnes,Spain,2021,477513.6
Raw material consumption,Total,Thousand tonnes,Spain,2022,453119.8
Raw material consumption,Total,Thousand tonnes,Spain,2023,385835.575
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2000,6991168.875
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2001,7202980.718
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2002,7293937.685
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2003,7354595.123
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2004,7529408.795
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2005,7554785.716
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2006,7901962.219
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2007,8064105.992
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2008,8229196.951
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2009,7189981.357
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2010,6579269.1
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2011,7124243.204
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2012,6391936.657
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2013,6271409.322
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2014,6355072.108
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2015,6190953.354
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2016,6363711.263
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2017,6435081.536
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2018,6567952.044
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2019,6712162.681
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2020,6419609.382
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2021,6591446.891
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2022,6591724.504
Raw material consumption,Total,Thousand tonnes,European Union - 27 countries (from 2020),2023,6309150.857
Raw material consumption,Total,Thousand tonnes,Finland,2008,267638.7
Raw material consumption,Total,Thousand tonnes,Finland,2009,204720.3
Raw material consumption,Total,Thousand tonnes,Finland,2010,253033.4
Raw material consumption,Total,Thousand tonnes,Finland,2011,267325.1
Raw material consumption,Total,Thousand tonnes,Finland,2012,261502.8
Raw material consumption,Total,Thousand tonnes,Finland,2013,293316.8
Raw material consumption,Total,Thousand tonnes,Finland,2014,265379.5
Raw material consumption,Total,Thousand tonnes,Finland,2015,240901.6
Raw material consumption,Total,Thousand tonnes,Finland,2016,265774.8
Raw material consumption,Total,Thousand tonnes,Finland,2017,249800.7
Raw material consumption,Total,Thousand tonnes,Finland,2018,272195.9
Raw material consumption,Total,Thousand tonnes,Finland,2019,264414.7
Raw material consumption,Total,Thousand tonnes,Finland,2020,269733.1
Raw material consumption,Total,Thousand tonnes,Finland,2021,270078.5
Raw material consumption,Total,Thousand tonnes,Finland,2022,285619.2
Raw material consumption,Total,Thousand tonnes,Finland,2023,258235.207
Raw material consumption,Total,Thousand tonnes,France,2008,1031717.79
Raw material consumption,Total,Thousand tonnes,France,2009,1012169.169
Raw material consumption,Total,Thousand tonnes,France,2010,961952.83
Raw material consumption,Total,Thousand tonnes,France,2011,1016808.131
Raw material consumption,Total,Thousand tonnes,France,2012,969922.116
Raw material consumption,Total,Thousand tonnes,France,2013,952680.301
Raw material consumption,Total,Thousand tonnes,France,2014,963698.578
Raw material consumption,Total,Thousand tonnes,France,2015,901918.983
Raw material consumption,Total,Thousand tonnes,France,2016,919319.445
Raw material consumption,Total,Thousand tonnes,France,2017,972188.346
Raw material consumption,Total,Thousand tonnes,France,2018,960457.675
Raw material consumption,Total,Thousand tonnes,France,2019,965497.054
Raw material consumption,Total,Thousand tonnes,France,2020,879473.792
Raw material consumption,Total,Thousand tonnes,France,2021,965083.215
Raw material consumption,Total,Thousand tonnes,France,2022,944946.5
Raw material consumption,Total,Thousand tonnes,France,2023,924975.035
Raw material consumption,Total,Thousand tonnes,Croatia,2008,91093.12
Raw material consumption,Total,Thousand tonnes,Croatia,2009,69847.23
Raw material consumption,Total,Thousand tonnes,Croatia,2010,56294.24
Raw material consumption,Total,Thousand tonnes,Croatia,2011,57548.47
Raw material consumption,Total,Thousand tonnes,Croatia,2012,52503.83
Raw material consumption,Total,Thousand tonnes,Croatia,2013,54943.61
Raw material consumption,Total,Thousand tonnes,Croatia,2014,51594.74
Raw material consumption,Total,Thousand tonnes,Croatia,2015,53632.15
Raw material consumption,Total,Thousand tonnes,Croatia,2016,52909.41
Raw material consumption,Total,Thousand tonnes,Croatia,2017,55246.38
Raw material consumption,Total,Thousand tonnes,Croatia,2018,54727.37
Raw material consumption,Total,Thousand tonnes,Croatia,2019,56522.87
Raw material consumption,Total,Thousand tonnes,Croatia,2020,53440.05
Raw material consumption,Total,Thousand tonnes,Croatia,2021,55448.85
Raw material consumption,Total,Thousand tonnes,Croatia,2022,55470.77
Raw material consumption,Total,Thousand tonnes,Croatia,2023,57930.489
Raw material consumption,Total,Thousand tonnes,Hungary,2008,122798.3
Raw material consumption,Total,Thousand tonnes,Hungary,2009,107642.0
Raw material consumption,Total,Thousand tonnes,Hungary,2010,90060.79
Raw material consumption,Total,Thousand tonnes,Hungary,2011,88499.05
Raw material consumption,Total,Thousand tonnes,Hungary,2012,77214.04
Raw material consumption,Total,Thousand tonnes,Hungary,2013,89406.47
Raw material consumption,Total,Thousand tonnes,Hungary,2014,123781.3
Raw material consumption,Total,Thousand tonnes,Hungary,2015,121642.3
Raw material consumption,Total,Thousand tonnes,Hungary,2016,118557.3
Raw material consumption,Total,Thousand tonnes,Hungary,2017,135755.6
Raw material consumption,Total,Thousand tonnes,Hungary,2018,150671.5
Raw material consumption,Total,Thousand tonnes,Hungary,2019,160162.4
Raw material consumption,Total,Thousand tonnes,Hungary,2020,139098.6
Raw material consumption,Total,Thousand tonnes,Hungary,2021,138469.1
Raw material consumption,Total,Thousand tonnes,Hungary,2022,135616.0
Raw material consumption,Total,Thousand tonnes,Hungary,2023,148866.133
Raw material consumption,Total,Thousand tonnes,Ireland,2008,136754.0
Raw material consumption,Total,Thousand tonnes,Ireland,2009,86068.74
Raw material consumption,Total,Thousand tonnes,Ireland,2010,66509.25
Raw material consumption,Total,Thousand tonnes,Ireland,2011,63546.15
Raw material consumption,Total,Thousand tonnes,Ireland,2012,67056.41
Raw material consumption,Total,Thousand tonnes,Ireland,2013,74398.81
Raw material consumption,Total,Thousand tonnes,Ireland,2014,72495.71
Raw material consumption,Total,Thousand tonnes,Ireland,2015,65142.38
Raw material consumption,Total,Thousand tonnes,Ireland,2016,77924.14
Raw material consumption,Total,Thousand tonnes,Ireland,2017,77778.15
Raw material consumption,Total,Thousand tonnes,Ireland,2018,81492.58
Raw material consumption,Total,Thousand tonnes,Ireland,2019,116409.2
Raw material consumption,Total,Thousand tonnes,Ireland,2020,95936.56
Raw material consumption,Total,Thousand tonnes,Ireland,2021,69788.39
Raw material consumption,Total,Thousand tonnes,Ireland,2022,73286.27
Raw material consumption,Total,Thousand tonnes,Ireland,2023,62864.585
Raw material consumption,Total,Thousand tonnes,Italy,2008,1037562.0
Raw material consumption,Total,Thousand tonnes,Italy,2009,934626.3
Raw material consumption,Total,Thousand tonnes,Italy,2010,866854.1
Raw material consumption,Total,Thousand tonnes,Italy,2011,877839.8
Raw material consumption,Total,Thousand tonnes,Italy,2012,717068.9
Raw material consumption,Total,Thousand tonnes,Italy,2013,647249.5
Raw material consumption,Total,Thousand tonnes,Italy,2014,640748.9
Raw material consumption,Total,Thousand tonnes,Italy,2015,632818.1
Raw material consumption,Total,Thousand tonnes,Italy,2016,640878.8
Raw material consumption,Total,Thousand tonnes,Italy,2017,617371.7
Raw material consumption,Total,Thousand tonnes,Italy,2018,619750.5
Raw material consumption,Total,Thousand tonnes,Italy,2019,610964.6
Raw material consumption,Total,Thousand tonnes,Italy,2020,558402.8
Raw material consumption,Total,Thousand tonnes,Italy,2021,627000.9
Raw material consumption,Total,Thousand tonnes,Italy,2022,619511.7
Raw material consumption,Total,Thousand tonnes,Italy,2023,610933.431
Raw material consumption,Total,Thousand tonnes,Lithuania,2008,58435.251
Raw material consumption,Total,Thousand tonnes,Lithuania,2009,38480.103
Raw material consumption,Total,Thousand tonnes,Lithuania,2010,42725.684
Raw material consumption,Total,Thousand tonnes,Lithuania,2011,48269.826
Raw material consumption,Total,Thousand tonnes,Lithuania,2012,43632.933
Raw material consumption,Total,Thousand tonnes,Lithuania,2013,51509.224
Raw material consumption,Total,Thousand tonnes,Lithuania,2014,50791.869
Raw material consumption,Total,Thousand tonnes,Lithuania,2015,48129.089
Raw material consumption,Total,Thousand tonnes,Lithuania,2016,51539.871
Raw material consumption,Total,Thousand tonnes,Lithuania,2017,57353.966
Raw material consumption,Total,Thousand tonnes,Lithuania,2018,56573.577
Raw material consumption,Total,Thousand tonnes,Lithuania,2019,57453.922
Raw material consumption,Total,Thousand tonnes,Lithuania,2020,61105.868
Raw material consumption,Total,Thousand tonnes,Lithuania,2021,65012.918
Raw material consumption,Total,Thousand tonnes,Lithuania,2022,62557.28
Raw material consumption,Total,Thousand tonnes,Lithuania,2023,65891.405
Raw material consumption,Total,Thousand tonnes,Luxembourg,2000,13596.403
Raw material consumption,Total,Thousand tonnes,Luxembourg,2001,13239.738
Raw material consumption,Total,Thousand tonnes,Luxembourg,2002,15119.807
Raw material consumption,Total,Thousand tonnes,Luxembourg,2003,15461.235
Raw material consumption,Total,Thousand tonnes,Luxembourg,2004,16344.995
Raw material consumption,Total,Thousand tonnes,Luxembourg,2005,17069.236
Raw material consumption,Total,Thousand tonnes,Luxembourg,2006,17531.275
Raw material consumption,Total,Thousand tonnes,Luxembourg,2007,17967.033
Raw material consumption,Total,Thousand tonnes,Luxembourg,2008,18981.466
Raw material consumption,Total,Thousand tonnes,Luxembourg,2009,17469.603
Raw material consumption,Total,Thousand tonnes,Luxembourg,2010,16470.372
Raw material consumption,Total,Thousand tonnes,Luxembourg,2011,16980.835
Raw material consumption,Total,Thousand tonnes,Luxembourg,2012,15800.645
Raw material consumption,Total,Thousand tonnes,Luxembourg,2013,16667.953
Raw material consumption,Total,Thousand tonnes,Luxembourg,2014,16601.897
Raw material consumption,Total,Thousand tonnes,Luxembourg,2015,19160.366
Raw material consumption,Total,Thousand tonnes,Luxembourg,2016,17979.116
Raw material consumption,Total,Thousand tonnes,Luxembourg,2017,19337.361
Raw material consumption,Total,Thousand tonnes,Luxembourg,2018,17226.049
Raw material consumption,Total,Thousand tonnes,Luxembourg,2019,16782.079
Raw material consumption,Total,Thousand tonnes,Luxembourg,2020,17270.525
Raw material consumption,Total,Thousand tonnes,Luxembourg,2021,17634.447
Raw material consumption,Total,Thousand tonnes,Luxembourg,2022,20709.612
Raw material consumption,Total,Thousand tonnes,Luxembourg,2023,21359.36
Raw material consumption,Total,Thousand tonnes,Latvia,2000,18418.902
Raw material consumption,Total,Thousand tonnes,Latvia,2001,20243.471
Raw material consumption,Total,Thousand tonnes,Latvia,2002,22929.491
Raw material consumption,Total,Thousand tonnes,Latvia,2003,25865.345
Raw material consumption,Total,Thousand tonnes,Latvia,2004,28297.891
Raw material consumption,Total,Thousand tonnes,Latvia,2005,32388.658
Raw material consumption,Total,Thousand tonnes,Latvia,2006,36768.634
Raw material consumption,Total,Thousand tonnes,Latvia,2007,40088.86
Raw material consumption,Total,Thousand tonnes,Latvia,2008,35387.058
Raw material consumption,Total,Thousand tonnes,Latvia,2009,21753.995
Raw material consumption,Total,Thousand tonnes,Latvia,2010,24444.718
Raw material consumption,Total,Thousand tonnes,Latvia,2011,29755.4
Raw material consumption,Total,Thousand tonnes,Latvia,2012,27681.412
Raw material consumption,Total,Thousand tonnes,Latvia,2013,30494.44
Raw material consumption,Total,Thousand tonnes,Latvia,2014,31163.62
Raw material consumption,Total,Thousand tonnes,Latvia,2015,32309.09
Raw material consumption,Total,Thousand tonnes,Latvia,2016,29023.05
Raw material consumption,Total,Thousand tonnes,Latvia,2017,33589.15
Raw material consumption,Total,Thousand tonnes,Latvia,2018,33109.51
Raw material consumption,Total,Thousand tonnes,Latvia,2019,33200.73
Raw material consumption,Total,Thousand tonnes,Latvia,2020,32234.17
Raw material consumption,Total,Thousand tonnes,Latvia,2021,35247.98
Raw material consumption,Total,Thousand tonnes,Latvia,2022,36277.96
Raw material consumption,Total,Thousand tonnes,Latvia,2023,36844.166
Raw material consumption,Total,Thousand tonnes,Malta,2008,7158.682
Raw material consumption,Total,Thousand tonnes,Malta,2009,6829.699
Raw material consumption,Total,Thousand tonnes,Malta,2010,5710.463
Raw material consumption,Total,Thousand tonnes,Malta,2011,5656.532
Raw material consumption,Total,Thousand tonnes,Malta,2012,4928.618
Raw material consumption,Total,Thousand tonnes,Malta,2013,5361.915
Raw material consumption,Total,Thousand tonnes,Malta,2014,5098.261
Raw material consumption,Total,Thousand tonnes,Malta,2015,6218.748
Raw material consumption,Total,Thousand tonnes,Malta,2016,5455.781
Raw material consumption,Total,Thousand tonnes,Malta,2017,5044.929
Raw material consumption,Total,Thousand tonnes,Malta,2018,4845.347
Raw material consumption,Total,Thousand tonnes,Malta,2019,5538.704
Raw material consumption,Total,Thousand tonnes,Malta,2020,5719.155
Raw material consumption,Total,Thousand tonnes,Malta,2021,4853.698
Raw material consumption,Total,Thousand tonnes,Malta,2022,5494.909
Raw material consumption,Total,Thousand tonnes,Malta,2023,3394.953
Raw material consumption,Total,Thousand tonnes,Netherlands,2008,221395.2
Raw material consumption,Total,Thousand tonnes,Netherlands,2009,181682.1
Raw material consumption,Total,Thousand tonnes,Netherlands,2010,184988.8
Raw material consumption,Total,Thousand tonnes,Netherlands,2011,199994.1
