airpol,nace_r2,na_item,unit,country,year,value
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2016,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2017,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2018,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2019,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2020,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2021,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Hungary,2022,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2008,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2009,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2010,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2011,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2012,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2013,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2014,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2015,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2016,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2017,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2018,0.03
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2019,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2020,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2021,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Ireland,2022,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2008,0.41
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2009,0.32
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2010,0.27
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2011,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2012,0.31
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2013,0.27
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2014,0.23
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2015,0.25
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2016,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2017,0.16
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2018,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2019,0.25
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2020,0.28
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2021,0.25
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2022,0.26
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Iceland,2023,0.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2008,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2009,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2010,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2011,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2012,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2013,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2014,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2015,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2016,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2017,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2018,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2019,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2020,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2021,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Italy,2022,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2008,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2009,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2010,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2011,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2012,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2013,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2014,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2015,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2016,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2017,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2018,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2019,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2020,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2021,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Lithuania,2022,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2008,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2009,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2010,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2011,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2012,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2013,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2014,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2015,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2016,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2017,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2018,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2019,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2020,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2021,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Luxembourg,2022,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2008,0.45
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2009,0.57
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2010,0.48
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2011,0.37
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2012,0.4
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2013,0.44
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2014,0.54
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2015,0.51
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2016,0.46
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2017,0.44
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2018,0.44
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2019,0.42
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2020,0.42
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2021,0.39
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Latvia,2022,0.45
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2008,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2009,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2010,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2011,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2012,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2013,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2014,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2015,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2016,0.02
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2017,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2018,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2019,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2020,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2021,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Malta,2022,0.01
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2008,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2009,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2010,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2011,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2012,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2013,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2014,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2015,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2016,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2017,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2018,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2019,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2020,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2021,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Netherlands,2022,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2008,0.21
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2009,0.16
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2010,0.18
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2011,0.21
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2012,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2013,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2014,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2015,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2016,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2017,0.16
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2018,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2019,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2020,0.16
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2021,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Norway,2022,0.14
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2008,0.32
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2009,0.27
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2010,0.25
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2011,0.26
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2012,0.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2013,0.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2014,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2015,0.2
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2016,0.18
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2017,0.18
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2018,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2019,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2020,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2021,0.16
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Poland,2022,0.13
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2008,1.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2009,1.31
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2010,0.8
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2011,1.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2012,1.88
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2013,1.78
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2014,1.98
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2015,1.92
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2016,2.0
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2017,1.78
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2018,1.82
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2019,1.89
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2020,2.48
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2021,2.39
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Portugal,2022,2.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2008,0.39
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2009,0.29
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2010,0.31
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2011,0.27
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2012,0.29
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2013,0.28
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2014,0.25
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2015,0.25
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2016,0.24
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2017,0.22
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2018,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2019,0.18
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2020,0.18
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2021,0.18
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Romania,2022,0.17
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2008,0.47
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2009,0.48
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2010,0.49
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2011,0.57
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2012,0.55
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2013,0.53
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2014,0.47
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2015,0.53
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2016,0.59
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2017,0.62
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2018,0.67
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2019,0.67
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2020,0.68
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2021,0.61
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Serbia,2022,0.72
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2008,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2009,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2010,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2011,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2012,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2013,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2014,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2015,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2016,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2017,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2018,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2019,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2020,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2021,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2022,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Sweden,2023,0.04
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2008,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2009,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2010,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2011,0.14
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2012,0.13
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2013,0.14
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2014,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2015,0.14
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2016,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2017,0.12
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2018,0.11
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2019,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2020,0.1
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2021,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovenia,2022,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2008,0.19
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2009,0.2
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2010,0.15
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2011,0.13
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2012,0.13
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2013,0.12
