aquaenv,country,year,value
Inland water excellent - number,Austria,2011,223.0
Inland water excellent - number,Austria,2012,196.0
Inland water excellent - number,Austria,2013,233.0
Inland water excellent - number,Austria,2014,236.0
Inland water excellent - number,Austria,2015,239.0
Inland water excellent - number,Austria,2016,251.0
Inland water excellent - number,Austria,2017,250.0
Inland water excellent - number,Austria,2018,256.0
Inland water excellent - number,Austria,2019,257.0
Inland water excellent - number,Austria,2020,255.0
Inland water excellent - number,Austria,2021,255.0
Inland water excellent - number,Austria,2022,252.0
Inland water excellent - number,Austria,2023,252.0
Inland water excellent - number,Belgium,2011,48.0
Inland water excellent - number,Belgium,2012,51.0
Inland water excellent - number,Belgium,2013,50.0
Inland water excellent - number,Belgium,2014,55.0
Inland water excellent - number,Belgium,2015,58.0
Inland water excellent - number,Belgium,2016,58.0
Inland water excellent - number,Belgium,2017,58.0
Inland water excellent - number,Belgium,2018,60.0
Inland water excellent - number,Belgium,2019,57.0
Inland water excellent - number,Belgium,2020,57.0
Inland water excellent - number,Belgium,2021,58.0
Inland water excellent - number,Belgium,2022,63.0
Inland water excellent - number,Belgium,2023,61.0
Inland water excellent - number,Bulgaria,2011,1.0
Inland water excellent - number,Bulgaria,2012,4.0
Inland water excellent - number,Bulgaria,2013,3.0
Inland water excellent - number,Bulgaria,2014,4.0
Inland water excellent - number,Bulgaria,2015,4.0
Inland water excellent - number,Bulgaria,2016,4.0
Inland water excellent - number,Bulgaria,2017,1.0
Inland water excellent - number,Bulgaria,2018,1.0
Inland water excellent - number,Bulgaria,2019,1.0
Inland water excellent - number,Bulgaria,2020,0.0
Inland water excellent - number,Bulgaria,2021,4.0
Inland water excellent - number,Bulgaria,2022,4.0
Inland water excellent - number,Bulgaria,2023,4.0
Inland water excellent - number,Switzerland,2011,131.0
Inland water excellent - number,Switzerland,2012,34.0
Inland water excellent - number,Switzerland,2013,122.0
Inland water excellent - number,Switzerland,2014,128.0
Inland water excellent - number,Switzerland,2015,109.0
Inland water excellent - number,Switzerland,2016,145.0
Inland water excellent - number,Switzerland,2017,116.0
Inland water excellent - number,Switzerland,2018,144.0
Inland water excellent - number,Switzerland,2019,160.0
Inland water excellent - number,Switzerland,2020,136.0
Inland water excellent - number,Switzerland,2021,156.0
Inland water excellent - number,Switzerland,2022,153.0
Inland water excellent - number,Switzerland,2023,146.0
Inland water excellent - number,Czechia,2011,116.0
Inland water excellent - number,Czechia,2012,120.0
Inland water excellent - number,Czechia,2013,120.0
Inland water excellent - number,Czechia,2014,116.0
Inland water excellent - number,Czechia,2015,121.0
Inland water excellent - number,Czechia,2016,127.0
Inland water excellent - number,Czechia,2017,126.0
Inland water excellent - number,Czechia,2018,125.0
Inland water excellent - number,Czechia,2019,124.0
Inland water excellent - number,Czechia,2020,125.0
Inland water excellent - number,Czechia,2021,126.0
Inland water excellent - number,Czechia,2022,120.0
Inland water excellent - number,Czechia,2023,121.0
Inland water excellent - number,Germany,2011,1749.0
Inland water excellent - number,Germany,2012,1731.0
Inland water excellent - number,Germany,2013,1775.0
Inland water excellent - number,Germany,2014,1777.0
Inland water excellent - number,Germany,2015,1790.0
Inland water excellent - number,Germany,2016,1786.0
Inland water excellent - number,Germany,2017,1787.0
Inland water excellent - number,Germany,2018,1810.0
Inland water excellent - number,Germany,2019,1802.0
Inland water excellent - number,Germany,2020,1769.0
Inland water excellent - number,Germany,2021,1764.0
Inland water excellent - number,Germany,2022,1755.0
Inland water excellent - number,Germany,2023,1752.0
Inland water excellent - number,Denmark,2011,98.0
Inland water excellent - number,Denmark,2012,105.0
Inland water excellent - number,Denmark,2013,107.0
Inland water excellent - number,Denmark,2014,105.0
Inland water excellent - number,Denmark,2015,105.0
Inland water excellent - number,Denmark,2016,105.0
Inland water excellent - number,Denmark,2017,106.0
Inland water excellent - number,Denmark,2018,107.0
Inland water excellent - number,Denmark,2019,110.0
Inland water excellent - number,Denmark,2020,112.0
Inland water excellent - number,Denmark,2021,118.0
Inland water excellent - number,Denmark,2022,119.0
Inland water excellent - number,Denmark,2023,117.0
Inland water excellent - number,Estonia,2011,26.0
Inland water excellent - number,Estonia,2012,24.0
Inland water excellent - number,Estonia,2013,23.0
Inland water excellent - number,Estonia,2014,23.0
Inland water excellent - number,Estonia,2015,23.0
Inland water excellent - number,Estonia,2016,22.0
Inland water excellent - number,Estonia,2017,20.0
Inland water excellent - number,Estonia,2018,21.0
Inland water excellent - number,Estonia,2019,20.0
Inland water excellent - number,Estonia,2020,26.0
Inland water excellent - number,Estonia,2021,28.0
Inland water excellent - number,Estonia,2022,29.0
Inland water excellent - number,Estonia,2023,29.0
Inland water excellent - number,Greece,2011,4.0
Inland water excellent - number,Greece,2012,2.0
Inland water excellent - number,Greece,2013,2.0
Inland water excellent - number,Greece,2014,1.0
Inland water excellent - number,Greece,2015,2.0
Inland water excellent - number,Greece,2016,1.0
Inland water excellent - number,Greece,2017,2.0
Inland water excellent - number,Greece,2018,1.0
Inland water excellent - number,Greece,2019,2.0
Inland water excellent - number,Greece,2020,3.0
Inland water excellent - number,Greece,2021,3.0
Inland water excellent - number,Greece,2022,3.0
Inland water excellent - number,Greece,2023,3.0
Inland water excellent - number,Spain,2011,101.0
Inland water excellent - number,Spain,2012,106.0
Inland water excellent - number,Spain,2013,116.0
Inland water excellent - number,Spain,2014,117.0
Inland water excellent - number,Spain,2015,125.0
Inland water excellent - number,Spain,2016,121.0
Inland water excellent - number,Spain,2017,124.0
Inland water excellent - number,Spain,2018,127.0
Inland water excellent - number,Spain,2019,139.0
Inland water excellent - number,Spain,2020,141.0
Inland water excellent - number,Spain,2021,147.0
Inland water excellent - number,Spain,2022,157.0
Inland water excellent - number,Spain,2023,154.0
Inland water excellent - number,European Union - 27 countries (from 2020),2011,4569.0
Inland water excellent - number,European Union - 27 countries (from 2020),2012,4604.0
Inland water excellent - number,European Union - 27 countries (from 2020),2013,4950.0
Inland water excellent - number,European Union - 27 countries (from 2020),2014,5083.0
Inland water excellent - number,European Union - 27 countries (from 2020),2015,5252.0
Inland water excellent - number,European Union - 27 countries (from 2020),2016,5341.0
Inland water excellent - number,European Union - 27 countries (from 2020),2017,5391.0
Inland water excellent - number,European Union - 27 countries (from 2020),2018,5502.0
Inland water excellent - number,European Union - 27 countries (from 2020),2019,5486.0
Inland water excellent - number,European Union - 27 countries (from 2020),2020,5412.0
Inland water excellent - number,European Union - 27 countries (from 2020),2021,5538.0
Inland water excellent - number,European Union - 27 countries (from 2020),2022,5659.0
Inland water excellent - number,European Union - 27 countries (from 2020),2023,5646.0
Inland water excellent - number,Finland,2011,192.0
Inland water excellent - number,Finland,2012,208.0
Inland water excellent - number,Finland,2013,186.0
Inland water excellent - number,Finland,2014,190.0
Inland water excellent - number,Finland,2015,202.0
Inland water excellent - number,Finland,2016,206.0
Inland water excellent - number,Finland,2017,203.0
Inland water excellent - number,Finland,2018,205.0
Inland water excellent - number,Finland,2019,211.0
Inland water excellent - number,Finland,2020,213.0
Inland water excellent - number,Finland,2021,214.0
Inland water excellent - number,Finland,2022,214.0
Inland water excellent - number,Finland,2023,214.0
Inland water excellent - number,France,2011,705.0
Inland water excellent - number,France,2012,633.0
Inland water excellent - number,France,2013,876.0
Inland water excellent - number,France,2014,919.0
Inland water excellent - number,France,2015,928.0
Inland water excellent - number,France,2016,947.0
Inland water excellent - number,France,2017,977.0
Inland water excellent - number,France,2018,1008.0
Inland water excellent - number,France,2019,987.0
Inland water excellent - number,France,2020,946.0
Inland water excellent - number,France,2021,936.0
Inland water excellent - number,France,2022,949.0
Inland water excellent - number,France,2023,933.0
Inland water excellent - number,Croatia,2011,3.0
Inland water excellent - number,Croatia,2012,0.0
Inland water excellent - number,Croatia,2013,3.0
Inland water excellent - number,Croatia,2014,3.0
Inland water excellent - number,Croatia,2015,4.0
Inland water excellent - number,Croatia,2016,4.0
Inland water excellent - number,Croatia,2017,4.0
Inland water excellent - number,Croatia,2018,14.0
Inland water excellent - number,Croatia,2019,7.0
Inland water excellent - number,Croatia,2020,6.0
Inland water excellent - number,Croatia,2021,8.0
Inland water excellent - number,Croatia,2022,11.0
Inland water excellent - number,Croatia,2023,19.0
Inland water excellent - number,Hungary,2011,127.0
Inland water excellent - number,Hungary,2012,132.0
Inland water excellent - number,Hungary,2013,128.0
Inland water excellent - number,Hungary,2014,155.0
Inland water excellent - number,Hungary,2015,169.0
Inland water excellent - number,Hungary,2016,179.0
Inland water excellent - number,Hungary,2017,182.0
Inland water excellent - number,Hungary,2018,183.0
Inland water excellent - number,Hungary,2019,182.0
Inland water excellent - number,Hungary,2020,184.0
Inland water excellent - number,Hungary,2021,165.0
Inland water excellent - number,Hungary,2022,176.0
Inland water excellent - number,Hungary,2023,177.0
Inland water excellent - number,Ireland,2011,6.0
Inland water excellent - number,Ireland,2012,7.0
Inland water excellent - number,Ireland,2013,7.0
Inland water excellent - number,Ireland,2014,8.0
Inland water excellent - number,Ireland,2015,8.0
Inland water excellent - number,Ireland,2016,8.0
Inland water excellent - number,Ireland,2017,8.0
Inland water excellent - number,Ireland,2018,8.0
Inland water excellent - number,Ireland,2019,8.0
Inland water excellent - number,Ireland,2020,8.0
Inland water excellent - number,Ireland,2021,8.0
Inland water excellent - number,Ireland,2022,8.0
Inland water excellent - number,Ireland,2023,8.0
Inland water excellent - number,Italy,2011,499.0
Inland water excellent - number,Italy,2012,475.0
Inland water excellent - number,Italy,2013,497.0
Inland water excellent - number,Italy,2014,555.0
Inland water excellent - number,Italy,2015,596.0
Inland water excellent - number,Italy,2016,599.0
Inland water excellent - number,Italy,2017,599.0
Inland water excellent - number,Italy,2018,605.0
Inland water excellent - number,Italy,2019,604.0
Inland water excellent - number,Italy,2020,592.0
Inland water excellent - number,Italy,2021,582.0
Inland water excellent - number,Italy,2022,594.0
Inland water excellent - number,Italy,2023,597.0
Inland water excellent - number,Lithuania,2011,70.0
Inland water excellent - number,Lithuania,2012,69.0
Inland water excellent - number,Lithuania,2013,81.0
Inland water excellent - number,Lithuania,2014,82.0
Inland water excellent - number,Lithuania,2015,82.0
Inland water excellent - number,Lithuania,2016,83.0
Inland water excellent - number,Lithuania,2017,83.0
Inland water excellent - number,Lithuania,2018,85.0
Inland water excellent - number,Lithuania,2019,86.0
Inland water excellent - number,Lithuania,2020,88.0
Inland water excellent - number,Lithuania,2021,93.0
Inland water excellent - number,Lithuania,2022,94.0
Inland water excellent - number,Lithuania,2023,94.0
Inland water excellent - number,Luxembourg,2011,10.0
Inland water excellent - number,Luxembourg,2012,11.0
Inland water excellent - number,Luxembourg,2013,11.0
Inland water excellent - number,Luxembourg,2014,11.0
Inland water excellent - number,Luxembourg,2015,11.0
Inland water excellent - number,Luxembourg,2016,11.0
Inland water excellent - number,Luxembourg,2017,12.0
Inland water excellent - number,Luxembourg,2018,11.0
Inland water excellent - number,Luxembourg,2019,12.0
Inland water excellent - number,Luxembourg,2020,14.0
Inland water excellent - number,Luxembourg,2021,14.0
Inland water excellent - number,Luxembourg,2022,13.0
Inland water excellent - number,Luxembourg,2023,15.0
Inland water excellent - number,Latvia,2011,9.0
Inland water excellent - number,Latvia,2012,9.0
Inland water excellent - number,Latvia,2013,11.0
Inland water excellent - number,Latvia,2014,13.0
Inland water excellent - number,Latvia,2015,14.0
Inland water excellent - number,Latvia,2016,18.0
Inland water excellent - number,Latvia,2017,20.0
Inland water excellent - number,Latvia,2018,20.0
Inland water excellent - number,Latvia,2019,19.0
Inland water excellent - number,Latvia,2020,16.0
Inland water excellent - number,Latvia,2021,17.0
Inland water excellent - number,Latvia,2022,17.0
Inland water excellent - number,Latvia,2023,18.0
Inland water excellent - number,Netherlands,2011,268.0
Inland water excellent - number,Netherlands,2012,397.0
Inland water excellent - number,Netherlands,2013,423.0
Inland water excellent - number,Netherlands,2014,441.0
Inland water excellent - number,Netherlands,2015,461.0
Inland water excellent - number,Netherlands,2016,462.0
Inland water excellent - number,Netherlands,2017,455.0
Inland water excellent - number,Netherlands,2018,460.0
Inland water excellent - number,Netherlands,2019,468.0
Inland water excellent - number,Netherlands,2020,474.0
Inland water excellent - number,Netherlands,2021,471.0
Inland water excellent - number,Netherlands,2022,477.0
Inland water excellent - number,Netherlands,2023,466.0
Inland water excellent - number,Poland,2011,76.0
Inland water excellent - number,Poland,2012,86.0
Inland water excellent - number,Poland,2013,74.0
Inland water excellent - number,Poland,2014,61.0
Inland water excellent - number,Poland,2015,74.0
Inland water excellent - number,Poland,2016,83.0
Inland water excellent - number,Poland,2017,90.0
Inland water excellent - number,Poland,2018,90.0
Inland water excellent - number,Poland,2019,83.0
Inland water excellent - number,Poland,2020,82.0
Inland water excellent - number,Poland,2021,222.0
Inland water excellent - number,Poland,2022,302.0
Inland water excellent - number,Poland,2023,303.0
Inland water excellent - number,Portugal,2011,51.0
Inland water excellent - number,Portugal,2012,56.0
Inland water excellent - number,Portugal,2013,57.0
Inland water excellent - number,Portugal,2014,56.0
Inland water excellent - number,Portugal,2015,69.0
Inland water excellent - number,Portugal,2016,80.0
Inland water excellent - number,Portugal,2017,94.0
Inland water excellent - number,Portugal,2018,101.0
Inland water excellent - number,Portugal,2019,102.0
Inland water excellent - number,Portugal,2020,102.0
Inland water excellent - number,Portugal,2021,113.0
Inland water excellent - number,Portugal,2022,103.0
Inland water excellent - number,Portugal,2023,107.0
Inland water excellent - number,Romania,2013,0.0
Inland water excellent - number,Romania,2014,0.0
Inland water excellent - number,Romania,2015,1.0
Inland water excellent - number,Romania,2016,1.0
Inland water excellent - number,Romania,2017,0.0
Inland water excellent - number,Romania,2018,0.0
Inland water excellent - number,Romania,2019,0.0
Inland water excellent - number,Romania,2020,0.0
Inland water excellent - number,Romania,2021,0.0
Inland water excellent - number,Romania,2022,1.0
Inland water excellent - number,Romania,2023,1.0
Inland water excellent - number,Sweden,2011,152.0
Inland water excellent - number,Sweden,2012,149.0
Inland water excellent - number,Sweden,2013,129.0
Inland water excellent - number,Sweden,2014,125.0
Inland water excellent - number,Sweden,2015,138.0
Inland water excellent - number,Sweden,2016,150.0
Inland water excellent - number,Sweden,2017,157.0
Inland water excellent - number,Sweden,2018,166.0
Inland water excellent - number,Sweden,2019,167.0
Inland water excellent - number,Sweden,2020,161.0
Inland water excellent - number,Sweden,2021,157.0
Inland water excellent - number,Sweden,2022,162.0
Inland water excellent - number,Sweden,2023,161.0
Inland water excellent - number,Slovenia,2011,13.0
Inland water excellent - number,Slovenia,2012,9.0
Inland water excellent - number,Slovenia,2013,14.0
Inland water excellent - number,Slovenia,2014,11.0
Inland water excellent - number,Slovenia,2015,12.0
Inland water excellent - number,Slovenia,2016,14.0
Inland water excellent - number,Slovenia,2017,14.0
Inland water excellent - number,Slovenia,2018,20.0
Inland water excellent - number,Slovenia,2019,18.0
Inland water excellent - number,Slovenia,2020,20.0
Inland water excellent - number,Slovenia,2021,19.0
Inland water excellent - number,Slovenia,2022,17.0
Inland water excellent - number,Slovenia,2023,17.0
Inland water excellent - number,Slovakia,2011,22.0
Inland water excellent - number,Slovakia,2012,24.0
Inland water excellent - number,Slovakia,2013,24.0
Inland water excellent - number,Slovakia,2014,19.0
Inland water excellent - number,Slovakia,2015,16.0
Inland water excellent - number,Slovakia,2016,21.0
Inland water excellent - number,Slovakia,2017,19.0
Inland water excellent - number,Slovakia,2018,18.0
Inland water excellent - number,Slovakia,2019,20.0
Inland water excellent - number,Slovakia,2020,18.0
Inland water excellent - number,Slovakia,2021,16.0
Inland water excellent - number,Slovakia,2022,19.0
Inland water excellent - number,Slovakia,2023,23.0
Inland water excellent - %,Albania,2018,0.0
Inland water excellent - %,Albania,2019,50.0
Inland water excellent - %,Albania,2020,50.0
Inland water excellent - %,Albania,2021,16.7
Inland water excellent - %,Albania,2022,16.7
Inland water excellent - %,Albania,2023,33.3
Inland water excellent - %,Austria,2011,83.5
Inland water excellent - %,Austria,2012,73.7
Inland water excellent - %,Austria,2013,87.6
Inland water excellent - %,Austria,2014,88.7
Inland water excellent - %,Austria,2015,90.2
Inland water excellent - %,Austria,2016,95.1
Inland water excellent - %,Austria,2017,95.1
Inland water excellent - %,Austria,2018,97.3
Inland water excellent - %,Austria,2019,98.5
Inland water excellent - %,Austria,2020,97.7
Inland water excellent - %,Austria,2021,97.7
Inland water excellent - %,Austria,2022,96.9
Inland water excellent - %,Austria,2023,96.9
Inland water excellent - %,Belgium,2011,60.8
Inland water excellent - %,Belgium,2012,63.0
Inland water excellent - %,Belgium,2013,70.4
Inland water excellent - %,Belgium,2014,80.9
Inland water excellent - %,Belgium,2015,81.7
Inland water excellent - %,Belgium,2016,81.7
Inland water excellent - %,Belgium,2017,81.7
Inland water excellent - %,Belgium,2018,82.2
Inland water excellent - %,Belgium,2019,78.1
Inland water excellent - %,Belgium,2020,74.0
Inland water excellent - %,Belgium,2021,71.6
Inland water excellent - %,Belgium,2022,72.4
Inland water excellent - %,Belgium,2023,68.5
Inland water excellent - %,Bulgaria,2011,25.0
Inland water excellent - %,Bulgaria,2012,100.0
Inland water excellent - %,Bulgaria,2013,75.0
Inland water excellent - %,Bulgaria,2014,100.0
Inland water excellent - %,Bulgaria,2015,100.0
Inland water excellent - %,Bulgaria,2016,100.0
Inland water excellent - %,Bulgaria,2017,25.0
Inland water excellent - %,Bulgaria,2018,25.0
Inland water excellent - %,Bulgaria,2019,25.0
Inland water excellent - %,Bulgaria,2020,0.0
Inland water excellent - %,Bulgaria,2021,100.0
Inland water excellent - %,Bulgaria,2022,100.0
Inland water excellent - %,Bulgaria,2023,100.0
Inland water excellent - %,Switzerland,2011,37.2
Inland water excellent - %,Switzerland,2012,10.2
Inland water excellent - %,Switzerland,2013,73.1
Inland water excellent - %,Switzerland,2014,61.0
Inland water excellent - %,Switzerland,2015,50.5
Inland water excellent - %,Switzerland,2016,62.8
Inland water excellent - %,Switzerland,2017,61.1
Inland water excellent - %,Switzerland,2018,75.0
Inland water excellent - %,Switzerland,2019,82.1
Inland water excellent - %,Switzerland,2020,72.0
Inland water excellent - %,Switzerland,2021,82.5
Inland water excellent - %,Switzerland,2022,78.1
Inland water excellent - %,Switzerland,2023,74.5
Inland water excellent - %,Czechia,2011,63.4
Inland water excellent - %,Czechia,2012,75.0
Inland water excellent - %,Czechia,2013,76.4
Inland water excellent - %,Czechia,2014,76.3
Inland water excellent - %,Czechia,2015,79.1
Inland water excellent - %,Czechia,2016,82.5
Inland water excellent - %,Czechia,2017,81.8
Inland water excellent - %,Czechia,2018,81.7
Inland water excellent - %,Czechia,2019,81.1
Inland water excellent - %,Czechia,2020,81.7
Inland water excellent - %,Czechia,2021,81.3
Inland water excellent - %,Czechia,2022,76.9
Inland water excellent - %,Czechia,2023,79.1
Inland water excellent - %,Germany,2011,90.3
Inland water excellent - %,Germany,2012,89.7
Inland water excellent - %,Germany,2013,92.0
Inland water excellent - %,Germany,2014,92.2
Inland water excellent - %,Germany,2015,93.0
Inland water excellent - %,Germany,2016,92.8
Inland water excellent - %,Germany,2017,93.0
Inland water excellent - %,Germany,2018,94.1
Inland water excellent - %,Germany,2019,93.7
Inland water excellent - %,Germany,2020,91.1
Inland water excellent - %,Germany,2021,91.5
Inland water excellent - %,Germany,2022,90.9
Inland water excellent - %,Germany,2023,90.8
Inland water excellent - %,Denmark,2011,82.4
Inland water excellent - %,Denmark,2012,89.7
Inland water excellent - %,Denmark,2013,93.9
Inland water excellent - %,Denmark,2014,94.6
Inland water excellent - %,Denmark,2015,95.5
Inland water excellent - %,Denmark,2016,91.3
Inland water excellent - %,Denmark,2017,93.0
Inland water excellent - %,Denmark,2018,92.2
Inland water excellent - %,Denmark,2019,94.0
Inland water excellent - %,Denmark,2020,93.3
Inland water excellent - %,Denmark,2021,95.9
Inland water excellent - %,Denmark,2022,97.5
Inland water excellent - %,Denmark,2023,94.4
Inland water excellent - %,Estonia,2011,92.9
Inland water excellent - %,Estonia,2012,88.9
Inland water excellent - %,Estonia,2013,85.2
Inland water excellent - %,Estonia,2014,85.2
Inland water excellent - %,Estonia,2015,85.2
Inland water excellent - %,Estonia,2016,81.5
Inland water excellent - %,Estonia,2017,74.1
Inland water excellent - %,Estonia,2018,77.8
Inland water excellent - %,Estonia,2019,74.1
Inland water excellent - %,Estonia,2020,74.3
Inland water excellent - %,Estonia,2021,80.0
Inland water excellent - %,Estonia,2022,82.9
Inland water excellent - %,Estonia,2023,82.9
Inland water excellent - %,Greece,2011,66.7
Inland water excellent - %,Greece,2012,33.3
Inland water excellent - %,Greece,2013,33.3
Inland water excellent - %,Greece,2014,50.0
Inland water excellent - %,Greece,2015,100.0
Inland water excellent - %,Greece,2016,50.0
Inland water excellent - %,Greece,2017,66.7
Inland water excellent - %,Greece,2018,33.3
Inland water excellent - %,Greece,2019,66.7
Inland water excellent - %,Greece,2020,100.0
Inland water excellent - %,Greece,2021,100.0
Inland water excellent - %,Greece,2022,100.0
Inland water excellent - %,Greece,2023,100.0
Inland water excellent - %,Spain,2011,44.9
Inland water excellent - %,Spain,2012,46.1
Inland water excellent - %,Spain,2013,50.4
Inland water excellent - %,Spain,2014,49.6
Inland water excellent - %,Spain,2015,51.9
Inland water excellent - %,Spain,2016,50.0
Inland water excellent - %,Spain,2017,47.9
Inland water excellent - %,Spain,2018,48.3
Inland water excellent - %,Spain,2019,52.3
Inland water excellent - %,Spain,2020,52.2
Inland water excellent - %,Spain,2021,53.1
Inland water excellent - %,Spain,2022,55.9
Inland water excellent - %,Spain,2023,54.8
Inland water excellent - %,European Union - 27 countries (from 2020),2011,70.3
Inland water excellent - %,European Union - 27 countries (from 2020),2012,71.5
Inland water excellent - %,European Union - 27 countries (from 2020),2013,76.5
Inland water excellent - %,European Union - 27 countries (from 2020),2014,78.4
Inland water excellent - %,European Union - 27 countries (from 2020),2015,81.0
Inland water excellent - %,European Union - 27 countries (from 2020),2016,82.0
Inland water excellent - %,European Union - 27 countries (from 2020),2017,82.2
Inland water excellent - %,European Union - 27 countries (from 2020),2018,80.8
Inland water excellent - %,European Union - 27 countries (from 2020),2019,79.1
Inland water excellent - %,European Union - 27 countries (from 2020),2020,77.7
Inland water excellent - %,European Union - 27 countries (from 2020),2021,78.2
Inland water excellent - %,European Union - 27 countries (from 2020),2022,79.3
Inland water excellent - %,European Union - 27 countries (from 2020),2023,78.6
Inland water excellent - %,Finland,2011,80.3
Inland water excellent - %,Finland,2012,88.1
Inland water excellent - %,Finland,2013,79.8
Inland water excellent - %,Finland,2014,83.0
Inland water excellent - %,Finland,2015,90.2
Inland water excellent - %,Finland,2016,92.0
Inland water excellent - %,Finland,2017,91.4
Inland water excellent - %,Finland,2018,91.1
Inland water excellent - %,Finland,2019,94.2
Inland water excellent - %,Finland,2020,94.7
Inland water excellent - %,Finland,2021,95.5
Inland water excellent - %,Finland,2022,95.1
Inland water excellent - %,Finland,2023,94.7
Inland water excellent - %,France,2011,53.8
Inland water excellent - %,France,2012,48.9
Inland water excellent - %,France,2013,67.2
Inland water excellent - %,France,2014,70.3
Inland water excellent - %,France,2015,71.8
Inland water excellent - %,France,2016,73.2
Inland water excellent - %,France,2017,74.6
Inland water excellent - %,France,2018,77.0
Inland water excellent - %,France,2019,75.7
Inland water excellent - %,France,2020,74.3
Inland water excellent - %,France,2021,72.3
Inland water excellent - %,France,2022,73.2
Inland water excellent - %,France,2023,72.6
Inland water excellent - %,Croatia,2011,75.0
Inland water excellent - %,Croatia,2012,0.0
Inland water excellent - %,Croatia,2013,37.5
Inland water excellent - %,Croatia,2014,11.1
Inland water excellent - %,Croatia,2015,14.8
Inland water excellent - %,Croatia,2016,14.8
Inland water excellent - %,Croatia,2017,14.8
Inland water excellent - %,Croatia,2018,51.9
Inland water excellent - %,Croatia,2019,20.0
Inland water excellent - %,Croatia,2020,14.6
Inland water excellent - %,Croatia,2021,19.5
Inland water excellent - %,Croatia,2022,26.2
Inland water excellent - %,Croatia,2023,45.2
Inland water excellent - %,Hungary,2011,55.7
Inland water excellent - %,Hungary,2012,56.9
Inland water excellent - %,Hungary,2013,53.1
Inland water excellent - %,Hungary,2014,63.5
Inland water excellent - %,Hungary,2015,68.7
Inland water excellent - %,Hungary,2016,70.8
Inland water excellent - %,Hungary,2017,70.8
Inland water excellent - %,Hungary,2018,72.3
Inland water excellent - %,Hungary,2019,70.8
Inland water excellent - %,Hungary,2020,69.7
Inland water excellent - %,Hungary,2021,60.2
Inland water excellent - %,Hungary,2022,63.1
Inland water excellent - %,Hungary,2023,62.5
Inland water excellent - %,Ireland,2011,66.7
Inland water excellent - %,Ireland,2012,77.8
Inland water excellent - %,Ireland,2013,77.8
Inland water excellent - %,Ireland,2014,88.9
Inland water excellent - %,Ireland,2015,88.9
Inland water excellent - %,Ireland,2016,88.9
Inland water excellent - %,Ireland,2017,88.9
Inland water excellent - %,Ireland,2018,88.9
Inland water excellent - %,Ireland,2019,88.9
Inland water excellent - %,Ireland,2020,88.9
Inland water excellent - %,Ireland,2021,88.9
Inland water excellent - %,Ireland,2022,88.9
Inland water excellent - %,Ireland,2023,88.9
Inland water excellent - %,Italy,2011,77.0
Inland water excellent - %,Italy,2012,75.5
Inland water excellent - %,Italy,2013,77.2
Inland water excellent - %,Italy,2014,86.3
Inland water excellent - %,Italy,2015,91.4
Inland water excellent - %,Italy,2016,91.6
Inland water excellent - %,Italy,2017,89.8
Inland water excellent - %,Italy,2018,90.6
Inland water excellent - %,Italy,2019,90.0
Inland water excellent - %,Italy,2020,88.1
Inland water excellent - %,Italy,2021,86.4
Inland water excellent - %,Italy,2022,88.0
Inland water excellent - %,Italy,2023,87.8
Inland water excellent - %,Lithuania,2011,71.4
Inland water excellent - %,Lithuania,2012,70.4
Inland water excellent - %,Lithuania,2013,84.4
Inland water excellent - %,Lithuania,2014,85.4
Inland water excellent - %,Lithuania,2015,85.4
Inland water excellent - %,Lithuania,2016,84.7
Inland water excellent - %,Lithuania,2017,84.7
Inland water excellent - %,Lithuania,2018,84.2
Inland water excellent - %,Lithuania,2019,85.2
Inland water excellent - %,Lithuania,2020,84.6
Inland water excellent - %,Lithuania,2021,89.4
Inland water excellent - %,Lithuania,2022,89.5
Inland water excellent - %,Lithuania,2023,89.5
Inland water excellent - %,Luxembourg,2011,50.0
Inland water excellent - %,Luxembourg,2012,100.0
Inland water excellent - %,Luxembourg,2013,100.0
Inland water excellent - %,Luxembourg,2014,100.0
Inland water excellent - %,Luxembourg,2015,100.0
Inland water excellent - %,Luxembourg,2016,100.0
Inland water excellent - %,Luxembourg,2017,100.0
Inland water excellent - %,Luxembourg,2018,73.3
Inland water excellent - %,Luxembourg,2019,70.6
Inland water excellent - %,Luxembourg,2020,82.4
Inland water excellent - %,Luxembourg,2021,82.4
Inland water excellent - %,Luxembourg,2022,76.5
Inland water excellent - %,Luxembourg,2023,88.2
Inland water excellent - %,Latvia,2011,64.3
Inland water excellent - %,Latvia,2012,64.3
Inland water excellent - %,Latvia,2013,61.1
Inland water excellent - %,Latvia,2014,61.9
Inland water excellent - %,Latvia,2015,63.6
Inland water excellent - %,Latvia,2016,78.3
Inland water excellent - %,Latvia,2017,87.0
Inland water excellent - %,Latvia,2018,87.0
Inland water excellent - %,Latvia,2019,79.2
Inland water excellent - %,Latvia,2020,66.7
Inland water excellent - %,Latvia,2021,70.8
Inland water excellent - %,Latvia,2022,68.0
Inland water excellent - %,Latvia,2023,69.2
Inland water excellent - %,Netherlands,2011,44.4
Inland water excellent - %,Netherlands,2012,65.5
Inland water excellent - %,Netherlands,2013,68.0
Inland water excellent - %,Netherlands,2014,70.6
Inland water excellent - %,Netherlands,2015,74.0
Inland water excellent - %,Netherlands,2016,73.7
Inland water excellent - %,Netherlands,2017,72.5
Inland water excellent - %,Netherlands,2018,72.6
Inland water excellent - %,Netherlands,2019,73.8
Inland water excellent - %,Netherlands,2020,73.5
